Package Name,Severity,Installed Version,Fixed Version,Description,CVE ID,Source
libldap-2.5-0,HIGH,2.5.13+dfsg-5,,A vulnerability was found in openldap. This security flaw causes a null pointer dereference in ber_memalloc_x() function.,CVE-2023-2953,tykio/gromit
libldap-common,LOW,2.5.13+dfsg-5,,The nss_parse_ciphers function in libraries/libldap/tls_m.c in OpenLDAP does not properly parse OpenSSL-style multi-keyword mode cipher strings which might cause a weaker than intended cipher to be used and allow remote attackers to have unspecified impact via unknown vectors.,CVE-2015-3276,tykio/gromit
libldap-common,LOW,2.5.13+dfsg-5,,slapd in OpenLDAP 2.4.45 and earlier creates a PID file after dropping privileges to a non-root account which might allow local users to kill arbitrary processes by leveraging access to this non-root account for PID file modification before a root script executes a kill `cat /pathname` command as demonstrated by openldap-initscript.,CVE-2017-14159,tykio/gromit
libldap-common,LOW,2.5.13+dfsg-5,,contrib/slapd-modules/nops/nops.c in OpenLDAP through 2.4.45 when both the nops module and the memberof overlay are enabled attempts to free a buffer that was allocated on the stack which allows remote attackers to cause a denial of service (slapd crash) via a member MODDN operation.,CVE-2017-17740,tykio/gromit
libldap-common,LOW,2.5.13+dfsg-5,,libldap in certain third-party OpenLDAP packages has a certificate-validation flaw when the third-party package is asserting RFC6125 support. It considers CN even when there is a non-matching subjectAltName (SAN). This is fixed in for example openldap-2.4.46-10.el8 in Red Hat Enterprise Linux.,CVE-2020-15719,tykio/gromit
libldap-common,HIGH,2.5.13+dfsg-5,,A vulnerability was found in openldap. This security flaw causes a null pointer dereference in ber_memalloc_x() function.,CVE-2023-2953,tykio/gromit
liblsan0,LOW,10.2.1-6,,**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains nthat target AArch64 allows an attacker to exploit an existing buffer noverflow in dynamically-sized local variables in your application nwithout this being detected. This stack-protector failure only applies nto C99-style dynamically-sized local variables or those created using nalloca(). The stack-protector operates as intended for statically-sized nlocal variables.nnThe default behavior when the stack-protector ndetects an overflow is to terminate your application resulting in ncontrolled loss of availability. An attacker who can exploit a buffer noverflow without triggering the stack-protector might be able to change nprogram flow control to cause an uncontrolled loss of availability or ton go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.,CVE-2023-4039,tykio/tyk-plugin-compiler
liblzma5,HIGH,5.4.1-0.2,5.4.1-1,XZ Utils provide a general-purpose data-compression library plus command-line tools. In XZ Utils 5.3.3alpha to 5.8.0 the multithreaded .xz decoder in liblzma has a bug where invalid input can at least result in a crash. The effects include heap use after free and writing to an address based on the null pointer plus an offset. Applications and libraries that use the lzma_stream_decoder_mt function are affected. The bug has been fixed in XZ Utils 5.8.1 and the fix has been committed to the v5.4 v5.6 v5.8 and master branches in the xz Git repository. No new release packages will be made from the old stable branches but a standalone patch is available that applies to all affected releases.,CVE-2025-31115,tykio/gromit
libmount1,LOW,2.36.1-8+deb11u2,,A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an INPUTRC environment variable to get a path to the library config file. When the library cannot parse the specified file it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.,CVE-2022-0563,tykio/gromit & tykio/tyk-plugin-compiler
libncurses6,MEDIUM,6.2+20201114-2+deb11u2,,NCurse v6.4-20230418 was discovered to contain a segmentation fault via the component _nc_wrap_entry().,CVE-2023-50495,tykio/tyk-plugin-compiler
libncursesw6,MEDIUM,6.2+20201114-2+deb11u2,,NCurse v6.4-20230418 was discovered to contain a segmentation fault via the component _nc_wrap_entry().,CVE-2023-50495,tykio/tyk-plugin-compiler
libobjc-10-dev,LOW,10.2.1-6,,**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains nthat target AArch64 allows an attacker to exploit an existing buffer noverflow in dynamically-sized local variables in your application nwithout this being detected. This stack-protector failure only applies nto C99-style dynamically-sized local variables or those created using nalloca(). The stack-protector operates as intended for statically-sized nlocal variables.nnThe default behavior when the stack-protector ndetects an overflow is to terminate your application resulting in ncontrolled loss of availability. An attacker who can exploit a buffer noverflow without triggering the stack-protector might be able to change nprogram flow control to cause an uncontrolled loss of availability or ton go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.,CVE-2023-4039,tykio/tyk-plugin-compiler
libobjc4,LOW,10.2.1-6,,**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains nthat target AArch64 allows an attacker to exploit an existing buffer noverflow in dynamically-sized local variables in your application nwithout this being detected. This stack-protector failure only applies nto C99-style dynamically-sized local variables or those created using nalloca(). The stack-protector operates as intended for statically-sized nlocal variables.nnThe default behavior when the stack-protector ndetects an overflow is to terminate your application resulting in ncontrolled loss of availability. An attacker who can exploit a buffer noverflow without triggering the stack-protector might be able to change nprogram flow control to cause an uncontrolled loss of availability or ton go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.,CVE-2023-4039,tykio/tyk-plugin-compiler
libpam-modules,MEDIUM,1.4.0-9+deb11u1,,A vulnerability was found in PAM. The secret information is stored in memory where the attacker can trigger the victim program to execute by sending characters to its standard input (stdin). As this occurs the attacker can train the branch predictor to execute an ROP chain speculatively. This flaw could result in leaked passwords such as those found in /etc/shadow while performing authentications.,CVE-2024-10041,tykio/gromit & tykio/tyk-plugin-compiler
libpam-modules,MEDIUM,1.4.0-9+deb11u1,,linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.,CVE-2024-22365,tykio/gromit & tykio/tyk-plugin-compiler
libpam-modules-bin,MEDIUM,1.4.0-9+deb11u1,,A vulnerability was found in PAM. The secret information is stored in memory where the attacker can trigger the victim program to execute by sending characters to its standard input (stdin). As this occurs the attacker can train the branch predictor to execute an ROP chain speculatively. This flaw could result in leaked passwords such as those found in /etc/shadow while performing authentications.,CVE-2024-10041,tykio/gromit & tykio/tyk-plugin-compiler
libpam-modules-bin,MEDIUM,1.4.0-9+deb11u1,,linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.,CVE-2024-22365,tykio/gromit & tykio/tyk-plugin-compiler
libpam-runtime,MEDIUM,1.4.0-9+deb11u1,,A vulnerability was found in PAM. The secret information is stored in memory where the attacker can trigger the victim program to execute by sending characters to its standard input (stdin). As this occurs the attacker can train the branch predictor to execute an ROP chain speculatively. This flaw could result in leaked passwords such as those found in /etc/shadow while performing authentications.,CVE-2024-10041,tykio/gromit & tykio/tyk-plugin-compiler
libpam-runtime,MEDIUM,1.4.0-9+deb11u1,,linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.,CVE-2024-22365,tykio/gromit & tykio/tyk-plugin-compiler
libpam0g,MEDIUM,1.4.0-9+deb11u1,,A vulnerability was found in PAM. The secret information is stored in memory where the attacker can trigger the victim program to execute by sending characters to its standard input (stdin). As this occurs the attacker can train the branch predictor to execute an ROP chain speculatively. This flaw could result in leaked passwords such as those found in /etc/shadow while performing authentications.,CVE-2024-10041,tykio/gromit & tykio/tyk-plugin-compiler
libpam0g,MEDIUM,1.4.0-9+deb11u1,,linux-pam (aka Linux PAM) before 1.6.0 allows attackers to cause a denial of service (blocked login process) via mkfifo because the openat call (for protect_dir) lacks O_DIRECTORY.,CVE-2024-22365,tykio/gromit & tykio/tyk-plugin-compiler
libpcre2-8-0,LOW,10.36-2+deb11u1,,Integer overflow vulnerability in pcre2test before 10.41 allows attackers to cause a denial of service or other unspecified impacts via negative input.,CVE-2022-41409,tykio/tyk-plugin-compiler
libpcre3,LOW,2:8.39-13,,In PCRE 8.41 the OP_KETRMAX feature in the match function in pcre_exec.c allows stack exhaustion (uncontrolled recursion) when processing a crafted regular expression.,CVE-2017-11164,tykio/tyk-plugin-compiler
libpcre3,LOW,2:8.39-13,,In PCRE 8.41 after compiling a pcretest load test PoC produces a crash overflow in the function match() in pcre_exec.c because of a self-recursive call. NOTE: third parties dispute the relevance of this report noting that there are options that can be used to limit the amount of stack that is used,CVE-2017-16231,tykio/tyk-plugin-compiler
libpcre3,LOW,2:8.39-13,,Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service (WRITE of size 4) or possibly have unspecified other impact via a crafted file.,CVE-2017-7245,tykio/tyk-plugin-compiler
libpcre3,LOW,2:8.39-13,,Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service (WRITE of size 268) or possibly have unspecified other impact via a crafted file.,CVE-2017-7246,tykio/tyk-plugin-compiler
libpcre3,LOW,2:8.39-13,,libpcre in PCRE before 8.43 allows a subject buffer over-read in JIT when UTF is disabled and X or R has more than one fixed quantifier a related issue to CVE-2019-20454.,CVE-2019-20838,tykio/tyk-plugin-compiler
libperl5.32,LOW,5.32.1-4+deb11u4,,_is_safe in the File::Temp module for Perl does not properly handle symlinks.,CVE-2011-4116,tykio/tyk-plugin-compiler
libperl5.32,LOW,5.32.1-4+deb11u4,,HTTP::Tiny before 0.083 a Perl core module since 5.13.9 and available standalone on CPAN has an insecure default TLS configuration where users must opt in to verify certificates.,CVE-2023-31486,tykio/tyk-plugin-compiler
libperl5.36,LOW,5.36.0-7+deb12u1,,_is_safe in the File::Temp module for Perl does not properly handle symlinks.,CVE-2011-4116,tykio/gromit
libperl5.36,HIGH,5.36.0-7+deb12u1,,CPAN.pm before 2.35 does not verify TLS certificates when downloading distributions over HTTPS.,CVE-2023-31484,tykio/gromit
libperl5.36,LOW,5.36.0-7+deb12u1,,HTTP::Tiny before 0.083 a Perl core module since 5.13.9 and available standalone on CPAN has an insecure default TLS configuration where users must opt in to verify certificates.,CVE-2023-31486,tykio/gromit
libperl5.36,HIGH,5.36.0-7+deb12u1,5.36.0-7+deb12u2,A heap buffer overflow vulnerability was discovered in Perl. nnRelease branches 5.34 5.36 5.38 and 5.40 are affected including development versions from 5.33.1 through 5.41.10.nnWhen there are non-ASCII bytes in the left-hand-side of the `tr` operator `S_do_trans_invmap` can overflow the destination pointer `d`.nn   $ perl -e '$_ = x{FF} x 1000000; tr/xFF/x{100}/;' n   Segmentation fault (core dumped)nnIt is believed that this vulnerability can enable Denial of Service and possibly Code Execution attacks on platforms that lack sufficient defenses.,CVE-2024-56406,tykio/gromit
libprocps8,LOW,2:3.3.17-5,,Under some circumstances this weakness allows a user who has access to run the “ps” utility on a machine the ability to write almost unlimited amounts of unfiltered data into the process heap.,CVE-2023-4016,tykio/tyk-plugin-compiler
libquadmath0,LOW,10.2.1-6,,**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains nthat target AArch64 allows an attacker to exploit an existing buffer noverflow in dynamically-sized local variables in your application nwithout this being detected. This stack-protector failure only applies nto C99-style dynamically-sized local variables or those created using nalloca(). The stack-protector operates as intended for statically-sized nlocal variables.nnThe default behavior when the stack-protector ndetects an overflow is to terminate your application resulting in ncontrolled loss of availability. An attacker who can exploit a buffer noverflow without triggering the stack-protector might be able to change nprogram flow control to cause an uncontrolled loss of availability or ton go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.,CVE-2023-4039,tykio/tyk-plugin-compiler
libsmartcols1,LOW,2.36.1-8+deb11u2,,A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an INPUTRC environment variable to get a path to the library config file. When the library cannot parse the specified file it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.,CVE-2022-0563,tykio/gromit & tykio/tyk-plugin-compiler
libssl-dev,MEDIUM,1.1.1w-0+deb11u2,,Issue summary: A timing side-channel which could potentially allow recoveringnthe private key exists in the ECDSA signature computation.nnImpact summary: A timing side-channel in ECDSA signature computationsncould allow recovering the private key by an attacker. However measuringnthe timing would require either local access to the signing application orna very fast network connection with low latency.nnThere is a timing signal of around 300 nanoseconds when the top word ofnthe inverted ECDSA nonce value is zero. This can happen with significantnprobability only for some of the supported elliptic curves. In particularnthe NIST P-521 curve is affected. To be able to measure this leak the attackernprocess must either be located in the same physical computer or mustnhave a very fast network connection with low latency. For that reasonnthe severity of this vulnerability is Low.nnThe FIPS modules in 3.4 3.3 3.2 3.1 and 3.0 are affected by this issue.,CVE-2024-13176,tykio/tyk-plugin-compiler
libssl1.1,MEDIUM,1.1.1w-0+deb11u2,,Issue summary: A timing side-channel which could potentially allow recoveringnthe private key exists in the ECDSA signature computation.nnImpact summary: A timing side-channel in ECDSA signature computationsncould allow recovering the private key by an attacker. However measuringnthe timing would require either local access to the signing application orna very fast network connection with low latency.nnThere is a timing signal of around 300 nanoseconds when the top word ofnthe inverted ECDSA nonce value is zero. This can happen with significantnprobability only for some of the supported elliptic curves. In particularnthe NIST P-521 curve is affected. To be able to measure this leak the attackernprocess must either be located in the same physical computer or mustnhave a very fast network connection with low latency. For that reasonnthe severity of this vulnerability is Low.nnThe FIPS modules in 3.4 3.3 3.2 3.1 and 3.0 are affected by this issue.,CVE-2024-13176,tykio/tyk-plugin-compiler
libssl3,MEDIUM,3.0.15-1~deb12u1,,Issue summary: A timing side-channel which could potentially allow recoveringnthe private key exists in the ECDSA signature computation.nnImpact summary: A timing side-channel in ECDSA signature computationsncould allow recovering the private key by an attacker. However measuringnthe timing would require either local access to the signing application orna very fast network connection with low latency.nnThere is a timing signal of around 300 nanoseconds when the top word ofnthe inverted ECDSA nonce value is zero. This can happen with significantnprobability only for some of the supported elliptic curves. In particularnthe NIST P-521 curve is affected. To be able to measure this leak the attackernprocess must either be located in the same physical computer or mustnhave a very fast network connection with low latency. For that reasonnthe severity of this vulnerability is Low.nnThe FIPS modules in 3.4 3.3 3.2 3.1 and 3.0 are affected by this issue.,CVE-2024-13176,tykio/gromit & tykio/tyk-dashboard & tykio/tyk-gateway
libstdc++-10-dev,LOW,10.2.1-6,,**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains nthat target AArch64 allows an attacker to exploit an existing buffer noverflow in dynamically-sized local variables in your application nwithout this being detected. This stack-protector failure only applies nto C99-style dynamically-sized local variables or those created using nalloca(). The stack-protector operates as intended for statically-sized nlocal variables.nnThe default behavior when the stack-protector ndetects an overflow is to terminate your application resulting in ncontrolled loss of availability. An attacker who can exploit a buffer noverflow without triggering the stack-protector might be able to change nprogram flow control to cause an uncontrolled loss of availability or ton go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.,CVE-2023-4039,tykio/tyk-plugin-compiler
libstdc++6,LOW,12.2.0-14,,libiberty/rust-demangle.c in GNU GCC 11.2 allows stack consumption in demangle_const as demonstrated by nm-new.,CVE-2022-27943,tykio/gromit
libstdc++6,LOW,10.2.1-6,,**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains nthat target AArch64 allows an attacker to exploit an existing buffer noverflow in dynamically-sized local variables in your application nwithout this being detected. This stack-protector failure only applies nto C99-style dynamically-sized local variables or those created using nalloca(). The stack-protector operates as intended for statically-sized nlocal variables.nnThe default behavior when the stack-protector ndetects an overflow is to terminate your application resulting in ncontrolled loss of availability. An attacker who can exploit a buffer noverflow without triggering the stack-protector might be able to change nprogram flow control to cause an uncontrolled loss of availability or ton go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.,CVE-2023-4039,tykio/gromit & tykio/tyk-plugin-compiler
libsystemd0,LOW,247.3-7+deb11u6,,systemd when updating file permissions allows local users to change the permissions and SELinux security contexts for arbitrary files via a symlink attack on unspecified files.,CVE-2013-4392,tykio/gromit & tykio/tyk-plugin-compiler
libsystemd0,LOW,247.3-7+deb11u6,,An exploitable denial-of-service vulnerability exists in Systemd 245. A specially crafted DHCP FORCERENEW packet can cause a server running the DHCP client to be vulnerable to a DHCP ACK spoofing attack. An attacker can forge a pair of FORCERENEW and DCHP ACK packets to reconfigure the server.,CVE-2020-13529,tykio/tyk-plugin-compiler
libsystemd0,LOW,247.3-7+deb11u6,,An issue was discovered in systemd 253. An attacker can modify a sealed log file such that in some views not all existing and sealed log messages are displayed. NOTE: the vendor reportedly sent a reply denying that any of the finding was a security vulnerability.,CVE-2023-31437,tykio/gromit & tykio/tyk-plugin-compiler
libsystemd0,LOW,247.3-7+deb11u6,,An issue was discovered in systemd 253. An attacker can truncate a sealed log file and then resume log sealing such that checking the integrity shows no error despite modifications. NOTE: the vendor reportedly sent a reply denying that any of the finding was a security vulnerability.,CVE-2023-31438,tykio/gromit & tykio/tyk-plugin-compiler
libsystemd0,LOW,247.3-7+deb11u6,,An issue was discovered in systemd 253. An attacker can modify the contents of past events in a sealed log file and then adjust the file such that checking the integrity shows no error despite modifications. NOTE: the vendor reportedly sent a reply denying that any of the finding was a security vulnerability.,CVE-2023-31439,tykio/gromit & tykio/tyk-plugin-compiler
libtasn1-6,MEDIUM,4.19.0-2,4.19.0-2+deb12u1,A flaw in libtasn1 causes inefficient handling of specific certificate data. When processing a large number of elements in a certificate libtasn1 takes much longer than expected which can slow down or even crash the system. This flaw allows an attacker to send a specially crafted certificate causing a denial of service attack.,CVE-2024-12133,tykio/gromit
libtinfo6,MEDIUM,6.2+20201114-2+deb11u2,,NCurse v6.4-20230418 was discovered to contain a segmentation fault via the component _nc_wrap_entry().,CVE-2023-50495,tykio/gromit & tykio/tyk-plugin-compiler
libtsan0,LOW,10.2.1-6,,**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains nthat target AArch64 allows an attacker to exploit an existing buffer noverflow in dynamically-sized local variables in your application nwithout this being detected. This stack-protector failure only applies nto C99-style dynamically-sized local variables or those created using nalloca(). The stack-protector operates as intended for statically-sized nlocal variables.nnThe default behavior when the stack-protector ndetects an overflow is to terminate your application resulting in ncontrolled loss of availability. An attacker who can exploit a buffer noverflow without triggering the stack-protector might be able to change nprogram flow control to cause an uncontrolled loss of availability or ton go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.,CVE-2023-4039,tykio/tyk-plugin-compiler
libubsan1,LOW,10.2.1-6,,**DISPUTED**A failure in the -fstack-protector feature in GCC-based toolchains nthat target AArch64 allows an attacker to exploit an existing buffer noverflow in dynamically-sized local variables in your application nwithout this being detected. This stack-protector failure only applies nto C99-style dynamically-sized local variables or those created using nalloca(). The stack-protector operates as intended for statically-sized nlocal variables.nnThe default behavior when the stack-protector ndetects an overflow is to terminate your application resulting in ncontrolled loss of availability. An attacker who can exploit a buffer noverflow without triggering the stack-protector might be able to change nprogram flow control to cause an uncontrolled loss of availability or ton go further and affect confidentiality or integrity. NOTE: The GCC project argues that this is a missed hardening bug and not a vulnerability by itself.,CVE-2023-4039,tykio/tyk-plugin-compiler
libudev1,LOW,247.3-7+deb11u6,,systemd when updating file permissions allows local users to change the permissions and SELinux security contexts for arbitrary files via a symlink attack on unspecified files.,CVE-2013-4392,tykio/gromit & tykio/tyk-plugin-compiler
libudev1,LOW,247.3-7+deb11u6,,An exploitable denial-of-service vulnerability exists in Systemd 245. A specially crafted DHCP FORCERENEW packet can cause a server running the DHCP client to be vulnerable to a DHCP ACK spoofing attack. An attacker can forge a pair of FORCERENEW and DCHP ACK packets to reconfigure the server.,CVE-2020-13529,tykio/tyk-plugin-compiler
libudev1,LOW,247.3-7+deb11u6,,An issue was discovered in systemd 253. An attacker can modify a sealed log file such that in some views not all existing and sealed log messages are displayed. NOTE: the vendor reportedly sent a reply denying that any of the finding was a security vulnerability.,CVE-2023-31437,tykio/gromit & tykio/tyk-plugin-compiler
libudev1,LOW,247.3-7+deb11u6,,An issue was discovered in systemd 253. An attacker can truncate a sealed log file and then resume log sealing such that checking the integrity shows no error despite modifications. NOTE: the vendor reportedly sent a reply denying that any of the finding was a security vulnerability.,CVE-2023-31438,tykio/gromit & tykio/tyk-plugin-compiler
libudev1,LOW,247.3-7+deb11u6,,An issue was discovered in systemd 253. An attacker can modify the contents of past events in a sealed log file and then adjust the file such that checking the integrity shows no error despite modifications. NOTE: the vendor reportedly sent a reply denying that any of the finding was a security vulnerability.,CVE-2023-31439,tykio/gromit & tykio/tyk-plugin-compiler
libuuid1,LOW,2.36.1-8+deb11u2,,A flaw was found in the util-linux chfn and chsh utilities when compiled with Readline support. The Readline library uses an INPUTRC environment variable to get a path to the library config file. When the library cannot parse the specified file it prints an error message containing data from the file. This flaw allows an unprivileged user to read root-owned files potentially leading to privilege escalation. This flaw affects util-linux versions prior to 2.37.4.,CVE-2022-0563,tykio/gromit & tykio/tyk-plugin-compiler
libxml2,LOW,2.9.10+dfsg-6.7+deb11u6,,An issue was discovered in xmllint (from libxml2) before 2.11.8 and 2.12.x before 2.12.7. Formatting error messages with xmllint --htmlout can result in a buffer over-read in xmlHTMLPrintFileContext in xmllint.c.,CVE-2024-34459,tykio/tyk-plugin-compiler
libxml2,HIGH,2.9.10+dfsg-6.7+deb11u6,2.9.10+dfsg-6.7+deb11u7,In libxml2 before 2.13.8 and 2.14.x before 2.14.2 out-of-bounds memory access can occur in the Python API (Python bindings) because of an incorrect return value. This occurs in xmlPythonFileRead and xmlPythonFileReadRaw because of a difference between bytes and characters.,CVE-2025-32414,tykio/tyk-plugin-compiler
libxml2,HIGH,2.9.10+dfsg-6.7+deb11u6,2.9.10+dfsg-6.7+deb11u7,In libxml2 before 2.13.8 and 2.14.x before 2.14.2 xmlSchemaIDCFillNodeTables in xmlschemas.c has a heap-based buffer under-read. To exploit this a crafted XML document must be validated against an XML schema with certain identity constraints or a crafted XML schema must be used.,CVE-2025-32415,tykio/tyk-plugin-compiler
libxml2-dev,LOW,2.9.10+dfsg-6.7+deb11u6,,An issue was discovered in xmllint (from libxml2) before 2.11.8 and 2.12.x before 2.12.7. Formatting error messages with xmllint --htmlout can result in a buffer over-read in xmlHTMLPrintFileContext in xmllint.c.,CVE-2024-34459,tykio/tyk-plugin-compiler
libxml2-dev,HIGH,2.9.10+dfsg-6.7+deb11u6,2.9.10+dfsg-6.7+deb11u7,In libxml2 before 2.13.8 and 2.14.x before 2.14.2 out-of-bounds memory access can occur in the Python API (Python bindings) because of an incorrect return value. This occurs in xmlPythonFileRead and xmlPythonFileReadRaw because of a difference between bytes and characters.,CVE-2025-32414,tykio/tyk-plugin-compiler
libxml2-dev,HIGH,2.9.10+dfsg-6.7+deb11u6,2.9.10+dfsg-6.7+deb11u7,In libxml2 before 2.13.8 and 2.14.x before 2.14.2 xmlSchemaIDCFillNodeTables in xmlschemas.c has a heap-based buffer under-read. To exploit this a crafted XML document must be validated against an XML schema with certain identity constraints or a crafted XML schema must be used.,CVE-2025-32415,tykio/tyk-plugin-compiler
libzstd1,HIGH,1.4.8+dfsg-2.1,,A vulnerability was found in zstd v1.4.10 where an attacker can supply empty string as an argument to the command line tool to cause buffer overrun.,CVE-2022-4899,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,TCP when using a large Window Size makes it easier for remote attackers to guess sequence numbers and cause a denial of service (connection loss) to persistent TCP connections by repeatedly injecting a TCP RST packet especially in protocols that use long-lived connections such as BGP.,CVE-2004-0230,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,Linux kernel 2.4 and 2.6 allows attackers to cause a denial of service (memory exhaustion and panic) by creating a large number of connected file descriptors or socketpairs and setting a large data transfer buffer then preventing Linux from being able to finish the transfer by causing the process to become a zombie or closing the file descriptor without closing an associated reference.,CVE-2005-3660,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,The process scheduler in the Linux kernel 2.6.16 gives preference to interactive processes that perform voluntary sleeps which allows local users to cause a denial of service (CPU consumption) as described in Secretly Monopolizing the CPU Without Superuser Privileges.,CVE-2007-3719,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,Mounting /proc filesystem via chroot command silently mounts it in read-write mode. The user could bypass the chroot environment and gain write access to files he would never have otherwise.,CVE-2008-2544,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,The TCP implementation in (1) Linux (2) platforms based on BSD Unix (3) Microsoft Windows (4) Cisco products and probably other operating systems allows remote attackers to cause a denial of service (connection queue exhaustion) via multiple vectors that manipulate information in the TCP state table as demonstrated by sockstress.,CVE-2008-4609,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,The Linux kernel when using IPv6 allows remote attackers to determine whether a host is sniffing the network by sending an ICMPv6 Echo Request to a multicast address and determining whether an Echo Reply is sent as demonstrated by thcping.,CVE-2010-4563,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,Memory leak in drivers/media/video/videobuf-core.c in the videobuf subsystem in the Linux kernel 2.6.x through 4.x allows local users to cause a denial of service (memory consumption) by leveraging /dev/video access for a series of mmap calls that require new allocations a different vulnerability than CVE-2007-6761. NOTE: as of 2016-06-18 this affects only 11 drivers that have not been updated to use videobuf2 instead of videobuf.,CVE-2010-5321,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,fs/proc/base.c in the Linux kernel through 3.1 allows local users to obtain sensitive keystroke information via access to /proc/interrupts.,CVE-2011-4915,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,Linux kernel through 3.1 allows local users to obtain sensitive keystroke information via access to /dev/pts/ and /dev/tty*.,CVE-2011-4916,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,In the Linux kernel through 3.1 there is an information disclosure issue via /proc/stat.,CVE-2011-4917,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,block/scsi_ioctl.c in the Linux kernel through 3.8 does not properly consider the SCSI device class during authorization of SCSI commands which allows local users to bypass intended access restrictions via an SG_IO ioctl call that leverages overlapping opcodes.,CVE-2012-4542,tykio/tyk-plugin-compiler
linux-libc-dev,HIGH,5.10.234-1,,The Direct Rendering Manager (DRM) subsystem in the Linux kernel through 4.x mishandles requests for Graphics Execution Manager (GEM) objects which allows context-dependent attackers to cause a denial of service (memory consumption) via an application that processes graphics data as demonstrated by JavaScript code that creates many CANVAS elements for rendering by Chrome or Firefox.,CVE-2013-7445,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,The snd_compr_tstamp function in sound/core/compress_offload.c in the Linux kernel through 4.7 as used in Android before 2016-08-05 on Nexus 5 and 7 (2013) devices does not properly initialize a timestamp data structure which allows attackers to obtain sensitive information via a crafted application aka Android internal bug 28770164 and Qualcomm internal bug CR568717.,CVE-2014-9892,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,The ethtool_get_wol function in net/core/ethtool.c in the Linux kernel through 4.7 as used in Android before 2016-08-05 on Nexus 5 and 7 (2013) devices does not initialize a certain data structure which allows local users to obtain sensitive information via a crafted application aka Android internal bug 28803952 and Qualcomm internal bug CR570754.,CVE-2014-9900,tykio/tyk-plugin-compiler
linux-libc-dev,LOW,5.10.234-1,,Kernel Samepage Merging (KSM) in the Linux kernel 2.6.32 through 4.x does not prevent use of a write-timing side channel which allows guest OS users to defeat the ASLR protection mechanism on other guest OS instances via a Cross-VM ASL INtrospection (CAIN) attack. NOTE: the vendor states Basically if you care about this attack vector disable deduplication. Share-until-written approaches for memory conservation among mutually untrusting tenants are inherently detectable for information disclosure and can be classified as potentially misunderstood behaviors rather than vulnerabilities,CVE-2015-2877,tykio/tyk-plugin-compiler
